FID;CODIGO_ID;COMPONENTE;CATEGORIA;ELEMENTO;AREA_AMBIE;NOMBRE_TOT;ACTO_ADMIN;NORMATIVA;OBSERVACIO;ACOTAMIENT;FECHA_CAPT;RESPONSABL;REGLAID;Shape_Leng;Shape_Area
1872;10649;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;379,2010383;8106,659116
1873;10650;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;506,8818074;11956,48347
1874;10688;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;441,5197835;9399,542249
1875;10689;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;587,4964681;14352,06174
1876;10690;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1404,282109;39029,33158
1877;10691;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;51,75129592;121,0346805
1878;10743;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;989,0803009;26244,604
1879;10745;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;386,2648233;5937,505935
1880;10746;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;260,2452579;4279,905877
1881;10747;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;376,9624657;7450,953486
1882;10794;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;368,591791;5680,397601
1883;10795;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;249,4617705;1765,541048
1884;10796;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;299,1910021;5330,032632
1885;10797;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;315,1236506;5246,131429
1886;10798;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;411,7729377;8925,041816
1887;10799;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;383,4575879;8679,950391
1888;10647;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1625,420042;45616,90727
1889;10651;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;468,6753645;10913,00826
1890;10692;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;357,7981593;7383,114156
1891;10693;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;414,1542956;9203,40128
1892;10694;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;831,8461424;21387,67737
1893;10695;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;7980,932913;246509,808
1894;10696;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1711,788669;47923,4508
1895;10697;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1885,774979;57312,30833
1896;10698;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;4484,302983;131356,9375
1897;10748;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;267,197793;4843,293935
1898;10749;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;917,0797506;23912,67071
1899;10750;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;524,7740774;11730,76084
1900;10751;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;199,0614857;2488,518182
1901;10811;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;533,4826854;11203,7043
1902;10812;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2236,171315;64116,77991
1903;10813;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;933,6154571;26074,13682
1904;10814;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3096,405429;90561,21185
1905;10815;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Palo Blanco;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2264,607957;65213,09502
1906;10823;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Pilar;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1531,181393;42370,45871
1907;10652;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1250,201398;33857,82171
1908;10653;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;428,7698066;9294,709431
1909;10654;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3366,547477;100506,9919
1910;10655;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;14500,06747;436204,4201
1911;10657;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;778,0767651;20280,20782
1912;10699;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3566,013017;108816,3353
1913;10700;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;7887,232891;238602,9995
1914;10701;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1534,796894;42556,62699
1915;10702;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3100,26405;90408,07964
1916;10703;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;10268,96223;314785,5007
1917;10704;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Gallo;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;4935,316239;146746,5347
1918;10705;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3394,01392;99947,93235
1919;10706;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3923,693134;113979,5153
1920;10707;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1913,67432;54107,21691
1921;10708;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3657,986198;106872,4593
1922;10752;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1145,650322;32727,79026
1923;10753;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;6589,594207;217698,9592
1924;10754;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;362,7490735;6840,518499
1925;10755;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;758,6680016;19578,40251
1926;10756;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Mugroso;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;5053,066904;153038,6866
1927;10833;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Pontezuela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;977,6131906;25481,41421
1928;10834;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Pontezuela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2738,925673;79769,14478
1929;10835;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Pontezuela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;12221,80152;371403,2348
1930;10836;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Pontezuela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1301,215224;35708,31421
1931;10837;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Pontezuela;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1041,734792;28024,74236
1932;10656;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;951,2440307;25149,83358
1933;10658;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;556,201182;13018,34901
1934;10659;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3241,204736;95280,08993
1935;10660;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1007,37778;26485,06408
1936;10661;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Curubital;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;1097,857224;29607,0543
1937;10709;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;520,8770312;12177,26046
1938;10710;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;419,7304594;4983,357283
1939;10711;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;6702,322493;200168,7621
1940;10712;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;3233,054281;95273,6626
1941;10713;Áreas de especial importancia ecosistémica;Sistema Hídrico;Cuerpos de agua naturales;Ríos quebradas y sus rondas;Drenaje R. Los Caquezas;Propuesta POT (Pendiente);En el marco del Decreto 555 del 29 de diciembre de 2021 - Por el cual se adopta la revisión general del Plan de Ordenamiento Territorial de Bogotá;Drenaje;Ronda Hídrica (Estimada);1,64E+12;544;1;2694,049181;76408,80868
